Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Kooper Schulte","IOWA",21,47,123,135,33,24,6,0,3,21,25,9,35,1,1,1,0,2,2,0.268292682,"Kooper Schulte","sa3060527",
"Richard Tejeda","USC",,39,82,94,22,20,1,0,1,13,12,2,14,7,0,3,1,1,0,0.268292682,"Richard Tejeda","sa3060727",
"Kenneth Perez","WIU",,48,179,201,48,32,12,0,4,29,24,17,38,3,2,0,2,2,0,0.268156424,"Kenneth Perez","sa3060242",
"Wylie Waters","UPST",21,52,179,214,48,27,9,0,12,41,52,20,52,12,3,0,1,3,0,0.268156424,"Wylie Waters","sa3060878",
"Tommy Townsend","BUT",20,44,138,183,37,20,4,2,11,31,38,31,44,9,4,1,0,0,1,0.268115942,"Tommy Townsend","sa3044002",
"Scott Donahue","UML",,49,194,216,52,35,12,0,5,23,15,16,28,5,1,0,3,1,1,0.268041237,"Scott Donahue","sa3030444",
"Blagen Pado","CCU",,51,97,121,26,12,5,1,8,32,30,11,33,6,4,3,1,3,2,0.268041237,"Blagen Pado","sa3039338",
"Andrew Schuldt","CAM",21,56,194,250,52,27,14,0,11,39,49,49,62,6,1,0,1,9,1,0.268041237,"Andrew Schuldt","sa3041800",
"Jack Doyle","NE",22,47,153,190,41,29,6,0,6,36,24,25,25,10,2,0,1,16,3,0.267973856,"Jack Doyle","sa3030542",
"Cian Sahler","FOR",21,45,168,193,45,34,7,0,4,27,30,15,15,3,4,3,1,5,2,0.267857142,"Cian Sahler","sa3041415",
"Carson Paetow","USM",,63,239,286,64,28,18,2,16,47,64,38,78,6,3,0,2,0,0,0.267782426,"Carson Paetow","sa3039343",
"Jesus Riera","UAPB",,53,183,214,49,31,10,2,6,36,34,15,41,9,3,4,1,6,2,0.267759562,"Jesus Riera","sa3060367",
"Lorenzo Carrier","PITT",22,36,127,161,34,22,5,0,7,25,34,26,55,5,3,0,1,2,0,0.267716535,"Lorenzo Carrier","sa3028498",
"Hayden Sobecki","YALE",,42,127,157,34,24,10,0,0,27,15,16,19,6,1,7,2,13,0,0.267716535,"Hayden Sobecki","sa3042701",
"Joe Siervo","WKU",21,50,127,171,34,22,6,1,5,35,26,36,31,5,0,3,4,9,5,0.267716535,"Joe Siervo","sa3060576",
"Cole Raile","VMI",20,53,198,259,53,30,8,1,14,66,48,37,71,18,6,0,3,25,5,0.267676767,"Cole Raile","sa3040395",
"Randy Seymour","MSU",,55,198,230,53,34,12,3,4,31,36,12,40,6,2,12,2,9,2,0.267676767,"Randy Seymour","sa3042030",
"Tate Bethel","UTA",,52,187,215,50,35,9,0,6,37,29,23,31,3,2,0,2,0,1,0.267379679,"Tate Bethel","sa3027101",
"Madden Ocko","FOR",20,53,187,225,50,34,12,0,4,33,32,31,40,5,2,0,6,2,0,0.267379679,"Madden Ocko","sa3039019",
"Rees Campanale","CMU",,32,101,114,27,16,7,0,4,21,18,8,30,3,2,0,4,2,0,0.267326732,"Rees Campanale","sa3058800",
"Easton Swofford","LIB",,38,116,136,31,25,5,0,1,12,10,15,18,1,3,1,0,3,2,0.267241379,"Easton Swofford","sa3060708",
"Rowan Felsch","UCI",,43,131,170,35,24,7,0,4,31,33,25,44,6,6,2,4,7,4,0.267175572,"Rowan Felsch","sa3062595",
"Armani Newton","BCU",22,52,146,181,39,20,8,2,9,39,23,23,35,8,4,0,2,7,1,0.267123287,"Armani Newton","sa3038825",
"Jose Torres","UL",22,57,176,204,47,35,10,0,2,16,35,14,36,5,4,5,2,5,2,0.267045454,"Jose Torres","sa3043965",
"Will Vergantino","ELON",,52,176,221,47,32,11,3,1,40,27,25,28,14,4,2,1,17,1,0.267045454,"Will Vergantino","sa3044458",
"Nicho Jordan","TNTC",,53,191,239,51,31,12,0,8,45,40,41,56,5,1,1,0,19,1,0.267015706,"Nicho Jordan","sa3034938",
"Nathan Lincoln","MRST",22,51,191,233,51,42,6,1,2,31,24,27,28,5,4,6,1,8,2,0.267015706,"Nathan Lincoln","sa3036347",
"Katcher Halligan","HCU",22,57,206,246,55,33,18,2,2,39,29,32,38,4,1,3,1,5,1,0.266990291,"Katcher Halligan","sa3033048",
"Ryne Farber","TXST",,58,221,269,59,42,13,0,4,41,33,30,36,13,3,2,3,17,4,0.266968325,"Ryne Farber","sa3031144",
"Jason Walk","OU",,59,221,271,59,34,13,3,9,46,37,35,51,9,2,4,1,18,5,0.266968325,"Jason Walk","sa3044651",
"Bryce Fowler","ALA",22,59,236,283,63,47,9,0,7,47,43,35,39,9,1,2,3,12,3,0.266949152,"Bryce Fowler","sa3031593",
"Riley Acosta","UCD",22,48,165,194,44,36,7,0,1,24,16,18,23,7,4,0,5,0,0,0.266666666,"Riley Acosta","sa3025738",
"Oliver Cush","HPU",,13,15,15,4,2,1,0,1,3,1,0,5,0,0,0,0,0,0,0.266666666,"Oliver Cush","sa3029733",
"Mike Gunning","SBU",,27,90,108,24,14,5,0,5,28,14,9,31,5,2,2,1,13,1,0.266666666,"Mike Gunning","sa3032855",
"Andrew Heffernan","MRMK",,17,15,17,4,4,0,0,0,1,3,2,3,0,0,0,0,0,0,0.266666666,"Andrew Heffernan","sa3033519",
"Henry Jackson","W&M",,11,30,35,8,7,1,0,0,5,4,3,10,2,0,0,0,2,0,0.266666666,"Henry Jackson","sa3034492",
"Bryce Molinaro","PSU",21,56,225,268,60,36,8,3,13,46,61,34,66,6,3,0,5,8,2,0.266666666,"Bryce Molinaro","sa3038219",
"Scott Penney","URI",,56,195,238,52,36,6,4,6,41,45,31,40,2,4,6,0,9,4,0.266666666,"Scott Penney","sa3039676",
"Camden Rush","DART",,29,90,98,24,20,2,0,2,11,21,6,26,1,0,1,2,1,0,0.266666666,"Camden Rush","sa3041312",
"Jacob Schroeder","ILL",24,43,135,163,36,18,6,1,11,26,24,18,41,9,0,1,1,4,2,0.266666666,"Jacob Schroeder","sa3041788",
"Bromley Thornton","UNCW",20,33,75,85,20,16,2,1,1,8,7,6,24,4,0,0,0,2,1,0.266666666,"Bromley Thornton","sa3043798",
"Alex Wilson","UNA",,30,105,118,28,22,5,0,1,18,10,10,27,0,1,2,1,3,0,0.266666666,"Alex Wilson","sa3045381",
"Will Burgess","BUT",21,37,75,91,20,14,4,0,2,11,10,14,24,1,1,0,0,4,0,0.266666666,"Will Burgess","sa3058773",
"Blake Cowans","UIC",,14,30,33,8,7,1,0,0,4,8,3,2,0,0,0,1,1,0,0.266666666,"Blake Cowans","sa3058937",
"Logan Degroot","UCLA",,10,15,19,4,4,0,0,0,4,2,1,7,1,0,2,0,1,1,0.266666666,"Logan Degroot","sa3059026",
"Brayden Jefferis","MICH",19,41,105,135,28,23,3,2,0,20,18,15,22,10,3,2,0,3,5,0.266666666,"Brayden Jefferis","sa3059586",
"Charlie Marcantel","QUC",,9,30,33,8,7,0,0,1,3,6,1,7,2,0,0,1,0,0,0.266666666,"Charlie Marcantel","sa3059911",
"Cade Miles","JVST",,14,15,18,4,4,0,0,0,2,1,3,3,0,0,0,0,0,0,0.266666666,"Cade Miles","sa3060034",
"Paul Napolitano","STET",,13,15,17,4,4,0,0,0,4,2,1,4,1,0,0,0,0,0,0.266666666,"Paul Napolitano","sa3060121",
"Will Shannon","MSU",22,34,75,90,20,14,2,0,4,14,14,13,19,1,1,0,3,0,0,0.266666666,"Will Shannon","sa3060554",
"Nathanael Coupet","GT",,14,15,20,4,3,0,0,1,4,8,2,7,2,1,0,1,0,0,0.266666666,"Nathanael Coupet","sa3065019",
"Joe Trivisonno","MERC",,46,165,196,44,28,10,2,4,16,21,20,38,7,2,2,2,9,3,0.266666666,"Joe Trivisonno","sa3065152",
"Tre Relliford","MVSU",,11,15,16,4,2,2,0,0,1,5,0,4,1,0,0,0,0,0,0.266666666,"Tre Relliford","sa3065395",
"Geoff Marlow","UTA",,16,30,37,8,7,1,0,0,6,1,6,8,1,0,0,0,0,0,0.266666666,"Geoff Marlow","sa3065563",
"Eli Stephens","MER",19,29,60,67,16,11,2,0,3,7,11,6,22,0,1,0,0,0,0,0.266666666,"Eli Stephens","sa3065852",
"Cade Sadler","UTSA",,17,45,55,12,11,1,0,0,6,5,8,16,1,1,0,0,2,0,0.266666666,"Cade Sadler","sa3065952",
"Nathan Bowes","SHU",,8,15,19,4,3,1,0,0,3,5,3,4,0,0,1,0,0,0,0.266666666,"Nathan Bowes","sa3066295",
"Cale Steinbaugh","OHIO",,13,30,32,8,5,3,0,0,9,3,0,7,2,0,0,1,0,1,0.266666666,"Cale Steinbaugh","sa3066345",
"Vince Cimini","BC",24,56,199,237,53,40,8,1,4,28,32,25,39,5,3,5,5,7,3,0.266331658,"Vince Cimini","sa3028935",
"Diego Urreta","FDU",22,53,184,235,49,37,9,0,3,43,37,45,30,4,2,0,0,8,2,0.266304347,"Diego Urreta","sa3060808",
"Nick Williams","MSU",21,53,169,215,45,28,10,2,5,38,29,32,19,10,4,0,2,8,2,0.266272189,"Nick Williams","sa3045340",
"Ben Kim","FAMU",,53,154,184,41,30,7,3,1,30,24,25,32,1,3,1,2,4,1,0.266233766,"Ben Kim","sa3035370",
"Matt Stancliff","MCN",21,46,154,192,41,30,8,1,2,30,20,28,26,8,2,0,1,10,1,0.266233766,"Matt Stancliff","sa3060654",
"Aidan Masters","JAX",,47,139,173,37,27,7,1,2,22,29,30,35,1,1,2,0,3,0,0.26618705,"Aidan Masters","sa3037265",
"Rene Galvan","RGV",,39,124,157,33,19,10,0,4,30,19,24,39,6,2,1,2,1,1,0.266129032,"Rene Galvan","sa3066055",
"Trent Caraway","ORST",21,60,233,267,62,36,15,0,11,48,43,29,57,3,2,0,11,4,1,0.26609442,"Trent Caraway","sa3028407",
"Cole Smith","BRAD",22,51,203,246,54,39,11,1,3,40,25,28,34,8,3,4,2,10,2,0.266009852,"Cole Smith","sa3060603",
"Cameron Chee-Aloy","ILL",,52,188,239,50,37,9,1,3,54,23,39,35,9,1,2,4,11,3,0.265957446,"Cameron Chee-Aloy","sa3028808",
"Kyuss Gargett","UK",,40,94,113,25,21,3,0,1,20,17,8,19,4,2,5,1,8,2,0.265957446,"Kyuss Gargett","sa3031974",
"Colton Griffin","TCU",20,33,94,113,25,16,6,1,2,19,14,15,22,3,1,0,2,6,3,0.265957446,"Colton Griffin","sa3032714",
"Nick Hollifield","UAB",,52,188,226,50,32,13,0,5,33,30,31,20,4,3,0,8,0,3,0.265957446,"Nick Hollifield","sa3033990",
"Tyler Hare","WOF",22,54,173,215,46,21,16,2,7,42,35,33,47,6,0,3,3,4,0,0.265895953,"Tyler Hare","sa3033220",
"Coltin Quagliano","ILL",22,51,173,201,46,29,11,2,4,36,23,16,29,5,3,4,8,1,2,0.265895953,"Coltin Quagliano","sa3040312",
"Ryan Davis","LEH",,31,79,88,21,15,6,0,0,12,12,4,26,3,0,2,2,1,0,0.265822784,"Ryan Davis","sa3029938",
"Kody Watanabe","SF",22,46,158,201,42,30,6,4,2,29,12,26,37,13,0,4,1,3,2,0.265822784,"Kody Watanabe","sa3044837",
"Louie Zulaica","CSUB",,35,79,89,21,18,3,0,0,8,11,7,17,1,0,2,4,0,0,0.265822784,"Louie Zulaica","sa3061015",
"Colin Brown","HC",,20,64,76,17,14,2,0,1,17,10,7,6,4,0,1,2,1,0,0.265625,"Colin Brown","sa3027809",
"Danny Baez","FAU",21,32,64,80,17,14,3,0,0,18,1,12,15,1,0,3,0,0,2,0.265625,"Danny Baez","sa3058531",
"Bennett Markinson","NU",22,52,177,211,47,30,10,2,5,35,35,15,14,12,5,2,1,0,0,0.265536723,"Bennett Markinson","sa3037056",
"Dylan LaPointe","FAU",21,33,113,127,30,20,5,0,5,19,19,8,29,5,0,1,2,1,0,0.265486725,"Dylan LaPointe","sa3035973",
"Hudson Brown","UK",20,43,113,141,30,19,8,0,3,18,20,18,34,6,2,2,1,4,1,0.265486725,"Hudson Brown","sa3065506",
"Jack Kleveno","UTAH",20,24,49,65,13,8,5,0,0,10,5,4,6,9,0,3,0,0,1,0.265306122,"Jack Kleveno","sa3035502",
"Ryan Taylor","PENN",21,41,147,178,39,24,7,5,3,38,21,24,51,3,1,3,3,20,2,0.265306122,"Ryan Taylor","sa3043586",
"Mason Ceccarelli","NAVY",,36,98,132,26,20,4,2,0,18,13,31,27,3,0,0,0,2,2,0.265306122,"Mason Ceccarelli","sa3058844",
"Drew Ripepi","GWEB",,21,49,62,13,8,3,0,2,10,6,8,17,5,0,0,0,1,1,0.265306122,"Drew Ripepi","sa3065396",
"Brady Alexander","OHIO",,18,49,53,13,8,3,0,2,10,9,4,14,0,0,0,1,0,0,0.265306122,"Brady Alexander","sa3066598",
"Charlie Felmlee","W&M",,19,49,65,13,11,1,0,1,9,5,8,14,0,0,8,2,0,1,0.265306122,"Charlie Felmlee","sa3066676",
"Nick Sturino","FAIR",,57,181,250,48,24,18,1,5,49,35,54,49,5,5,5,2,3,4,0.26519337,"Nick Sturino","sa3043285",
"Jackson Thompson","CAM",22,48,132,178,35,27,5,0,3,34,25,29,22,14,1,2,1,4,2,0.265151515,"Jackson Thompson","sa3043763",
"Jack Beverly","MASS",,47,166,213,44,25,11,0,8,35,39,37,52,4,4,2,2,2,0,0.26506024,"Jack Beverly","sa3027108",
"Brooks Craigue","MRMK",,45,166,206,44,29,12,0,3,31,26,30,28,7,2,1,1,4,0,0.26506024,"Brooks Craigue","sa3029514",
"Jake Paulick","NKU",21,47,166,210,44,19,16,1,8,40,41,30,39,10,2,2,5,5,1,0.26506024,"Jake Paulick","sa3039560",
"Blake Stenger","OMA",,27,83,102,22,16,5,0,1,12,16,10,28,3,3,3,0,13,1,0.26506024,"Blake Stenger","sa3043037",
"Luke Waters","ODU",,49,200,225,53,40,6,2,5,27,34,16,59,7,2,0,1,6,3,0.265,"Luke Waters","sa3044841",
"Caden Sheridan","MORE",,52,200,239,53,34,14,0,5,37,32,26,37,7,5,1,1,2,1,0.265,"Caden Sheridan","sa3060568",
"Dylan Maxcey","TTU",,36,117,129,31,22,7,0,2,10,14,9,20,1,2,0,2,2,0,0.264957264,"Dylan Maxcey","sa3037358",
"Reed Stallman","MSST",22,44,117,141,31,12,8,0,11,22,34,15,42,7,2,0,0,0,1,0.264957264,"Reed Stallman","sa3042915",
"Aaron Lugo","HOU",,54,185,225,49,33,10,2,4,36,33,28,37,9,0,3,4,6,4,0.264864864,"Aaron Lugo","sa3036669",
"Timmy OBrien","BRAD",,51,185,219,49,28,4,0,17,39,51,18,66,14,2,0,3,2,1,0.264864864,"Timmy OBrien","sa3039010",
"Trevor Lucas","UNCW",,58,219,272,58,34,15,0,9,47,49,42,45,7,3,1,4,4,1,0.264840182,"Trevor Lucas","sa3059864",
"Jeremiah Farmer","ALCN",,23,68,81,18,16,2,0,0,18,5,10,29,2,0,1,1,3,0,0.264705882,"Jeremiah Farmer","sa3031156",
"Tate Gillen","CREI",,59,238,292,63,44,13,1,5,46,40,40,49,6,5,3,1,13,5,0.264705882,"Tate Gillen","sa3032237",
"Easton Talt","ORST",,61,204,277,54,32,12,3,7,56,35,62,55,3,1,7,1,10,3,0.264705882,"Easton Talt","sa3043492",
"Ben Tryon","DBU",20,39,102,126,27,17,7,0,3,21,18,18,22,4,2,0,1,3,1,0.264705882,"Ben Tryon","sa3044100",
"Caleb Hadley","YSU",,25,68,90,18,9,6,0,3,24,15,12,25,7,2,1,2,2,1,0.264705882,"Caleb Hadley","sa3065539",
"Connor Shouse","GT",,24,34,45,9,3,4,0,2,15,8,6,5,4,0,1,0,3,0,0.264705882,"Connor Shouse","sa3065954",
"Jackson Micheels","PFW",22,52,189,221,50,32,14,0,4,27,33,22,60,5,4,1,1,1,0,0.264550264,"Jackson Micheels","sa3037978",
"Bruce Wyche","NCAT",,51,189,232,50,32,7,2,9,47,29,25,49,16,1,1,0,5,1,0.264550264,"Bruce Wyche","sa3060977",
"Jackson Chirello","KENN",21,44,155,193,41,22,13,1,5,24,26,31,58,5,1,1,0,2,2,0.264516129,"Jackson Chirello","sa3028850",
"Tevis Payne II","HCU",,39,121,146,32,25,6,0,1,27,20,21,21,2,1,1,4,7,4,0.264462809,"Tevis Payne II","sa3060224",
"Will Plattner","ALA",21,26,87,102,23,14,8,0,1,20,13,13,24,1,1,0,2,0,0,0.264367816,"Will Plattner","sa3039986",
"Esteban Garcia","BC",19,44,87,101,23,17,6,0,0,5,17,12,20,1,1,0,1,5,1,0.264367816,"Esteban Garcia","sa3065305",
"Nathan Ball","CMU",20,45,140,160,37,26,6,3,2,21,26,18,26,1,1,0,1,3,2,0.264285714,"Nathan Ball","sa3026489",
"Will Brown","FAMU",,57,212,266,56,36,7,1,12,59,39,18,55,30,3,3,2,6,2,0.264150943,"Will Brown","sa3027884",
"Vidal Colon","UIC",20,35,106,127,28,20,4,0,4,24,17,14,29,3,0,4,1,6,0,0.264150943,"Vidal Colon","sa3029214",
"Jonathan Jaime","GASO",,35,106,117,28,24,3,0,1,14,15,11,14,0,0,0,2,1,0,0.264150943,"Jonathan Jaime","sa3034543",
"Joey Milto","BELL",,55,159,216,42,24,10,3,5,45,25,38,50,13,3,3,2,4,1,0.264150943,"Joey Milto","sa3038113",
"Will Rogers","MICH",22,36,53,60,14,7,4,1,2,13,5,4,12,3,0,0,1,0,1,0.264150943,"Will Rogers","sa3041063",
"Brady Whitacre","RAD",22,20,53,67,14,11,2,0,1,9,8,12,5,0,0,2,0,1,1,0.264150943,"Brady Whitacre","sa3045091",
"Will Johannes","ILL",21,21,53,60,14,10,0,0,4,11,16,4,23,2,1,0,0,0,2,0.264150943,"Will Johannes","sa3059600",
"Brayden Rader","STO",,22,53,62,14,11,1,0,2,8,13,6,9,1,2,0,2,1,0,0.264150943,"Brayden Rader","sa3060327",
"Braxton Church","APP",22,52,178,233,47,28,15,1,3,41,30,31,40,17,7,0,2,6,5,0.264044943,"Braxton Church","sa3028916",
"Beau Durbin","BRAD",,47,178,208,47,28,11,4,4,30,26,27,41,2,1,0,2,11,7,0.264044943,"Beau Durbin","sa3030689",
"Joseph Mennella","WAG",19,51,178,217,47,22,13,0,12,38,45,33,55,2,3,1,1,0,0,0.264044943,"Joseph Mennella","sa3037871",
"Hiram Bocachica Jr.","RICE",,54,178,218,47,37,6,0,4,39,26,31,37,6,2,1,2,14,1,0.264044943,"Hiram Bocachica Jr.","sa3058664",
"Landon Stripling","FLA",20,43,125,156,33,24,7,0,2,34,20,21,21,8,2,0,3,1,0,0.264,"Landon Stripling","sa3043230",
"Jordan Rogers","WICH",23,55,197,251,52,25,16,3,8,40,39,28,48,20,2,4,5,3,1,0.26395939,"Jordan Rogers","sa3041056",
"Brandon Nigh","OAK",21,60,216,283,57,31,21,1,4,42,35,38,53,16,8,5,3,16,4,0.263888888,"Brandon Nigh","sa3038878",
"Ranse Radtke","ACU",,32,72,82,19,17,2,0,0,16,19,4,14,3,0,3,1,6,1,0.263888888,"Ranse Radtke","sa3040386",
"Cade Climie","HOU",21,46,144,186,38,22,6,1,9,31,37,33,46,6,3,0,1,3,2,0.263888888,"Cade Climie","sa3058885",
"Dillon Kuehl","TROY",,30,72,99,19,13,3,0,3,17,17,18,27,5,3,1,1,0,0,0.263888888,"Dillon Kuehl","sa3059730",
"Jake Lambdin","XAV",20,59,220,276,58,46,6,1,5,56,25,49,47,4,3,0,2,14,1,0.263636363,"Jake Lambdin","sa3035873",
"Brendan Roney","FIU",23,42,110,139,29,23,2,0,4,16,14,17,25,6,3,3,1,2,0,0.263636363,"Brendan Roney","sa3041115",
"Marcus Galvan","GCU",20,46,129,158,34,31,3,0,0,18,11,18,20,8,0,3,6,1,0,0.263565891,"Marcus Galvan","sa3031875",
"Colin Husko","UIC",,42,129,164,34,24,6,1,3,23,26,22,20,8,2,3,3,8,3,0.263565891,"Colin Husko","sa3059556",
"Domenico Tozzi","CCU",,48,148,178,39,25,7,0,7,25,39,18,51,9,3,0,6,0,1,0.263513513,"Domenico Tozzi","sa3060779",
"Trent Liolios","NU",22,51,167,194,44,17,10,1,16,35,39,22,42,2,2,1,1,1,0,0.263473053,"Trent Liolios","sa3036371",
"Jake Long","UTAH",,45,167,193,44,35,8,0,1,25,21,20,34,3,3,0,4,6,0,0.263473053,"Jake Long","sa3059837",
"Alex Champagne","LBSU",,52,186,244,49,37,10,2,0,41,17,31,32,17,2,8,5,13,2,0.26344086,"Alex Champagne","sa3028728",
"Jackson Cherry","VT",23,34,76,102,20,11,5,0,4,16,23,20,21,3,1,2,1,0,0,0.263157894,"Jackson Cherry","sa3028823",
"Brock Daniels","MIZ",22,38,114,137,30,22,2,2,4,21,21,7,29,11,4,1,3,7,2,0.263157894,"Brock Daniels","sa3029820",
"Ty Evans","FLA",22,41,133,146,35,19,11,1,4,25,30,9,47,3,1,0,2,2,0,0.263157894,"Ty Evans","sa3031083",
"JP Herrholz","GASO",,55,171,219,45,29,7,1,8,33,37,40,34,4,4,0,1,0,1,0.263157894,"JP Herrholz","sa3033703",
"Alex Laird","BGSU",20,28,76,92,20,16,2,1,1,15,11,9,29,4,1,2,1,8,0,0.263157894,"Alex Laird","sa3035851",
"Shaun Montoya","UK",23,49,133,158,35,26,6,1,2,24,19,9,29,13,0,3,0,11,1,0.263157894,"Shaun Montoya","sa3038269",
"Brenden OSullivan","UNLV",22,47,171,194,45,28,13,0,4,17,25,19,29,0,4,0,2,2,0,0.263157894,"Brenden OSullivan","sa3039260",
"Pablo Santos","RUTG",,57,209,239,55,37,13,2,3,39,33,16,19,8,3,3,8,2,1,0.263157894,"Pablo Santos","sa3041556",
"Gage Trahan","MCN",20,17,19,23,5,2,3,0,0,3,5,3,7,1,0,0,0,0,0,0.263157894,"Gage Trahan","sa3044010",
"Harrison Wilson","WIN",21,29,38,43,10,6,4,0,0,5,9,2,9,1,2,0,1,0,0,0.263157894,"Harrison Wilson","sa3045399",
"Greg Marmo","GW",21,34,76,110,20,13,5,0,2,20,14,25,19,8,1,0,1,6,2,0.263157894,"Greg Marmo","sa3059919",
"Marwynn Matthews Jr.","WMU",,11,19,24,5,5,0,0,0,4,4,4,7,0,1,0,0,1,0,0.263157894,"Marwynn Matthews Jr.","sa3059946",
"John Pearson","LSU",20,25,19,24,5,2,1,0,2,5,7,4,7,0,1,0,0,0,0,0.263157894,"John Pearson","sa3060226",
"Ryan Preisano","WAKE",,19,38,48,10,6,2,0,2,9,7,10,12,0,0,0,1,0,1,0.263157894,"Ryan Preisano","sa3060301",
"Carter White","UNF",,48,152,171,40,27,8,1,4,25,21,15,35,2,2,0,4,6,2,0.263157894,"Carter White","sa3060909",
"Brant Stewart","SOU",,15,38,44,10,8,0,1,1,8,5,5,9,1,0,0,0,1,0,0.263157894,"Brant Stewart","sa3062908",
"Aidan Thaxton","VAL",19,35,114,134,30,24,3,1,2,13,9,10,9,9,1,0,2,3,1,0.263157894,"Aidan Thaxton","sa3065430",
"Trey Wells","UVA",22,19,57,70,15,9,3,2,1,12,17,4,19,3,4,2,1,0,0,0.263157894,"Trey Wells","sa3065445",
"Cade Norton","MER",18,24,38,45,10,7,2,0,1,9,3,4,8,2,0,1,0,0,0,0.263157894,"Cade Norton","sa3065947",
"Bryce Jones","MCN",,8,19,21,5,2,1,0,2,4,4,2,4,0,0,0,0,0,0,0.263157894,"Bryce Jones","sa3067054",
"Andrew Ciufo","CLEM",,60,194,244,51,34,10,1,6,38,33,24,61,13,2,11,5,7,1,0.262886597,"Andrew Ciufo","sa3028957",
"Paul Osting","WIU",,49,175,223,46,35,9,0,2,34,25,38,32,6,4,0,4,12,3,0.262857142,"Paul Osting","sa3039255",
"Cameron Greene","UTM",,52,156,203,41,26,9,1,5,32,26,32,53,2,2,11,0,6,3,0.262820512,"Cameron Greene","sa3062842",
"Reggie Bussey","OSU",20,45,137,179,36,28,4,3,1,33,17,30,32,2,2,8,1,9,6,0.262773722,"Reggie Bussey","sa3028144",
"Rob Butler","URI",23,37,118,141,31,19,5,2,5,24,24,15,41,6,2,0,1,1,0,0.262711864,"Rob Butler","sa3028173",
"Shea McGahan","SEMO",22,40,118,164,31,18,7,3,3,22,19,35,20,4,3,4,1,3,1,0.262711864,"Shea McGahan","sa3037583",
"Jacob Jarrell","CLEM",22,59,198,244,52,32,5,0,15,45,41,34,67,8,3,1,7,0,0,0.262626262,"Jacob Jarrell","sa3034595",
"Will Baker","GT",,44,99,117,26,15,5,0,6,19,26,12,23,0,2,4,2,0,1,0.262626262,"Will Baker","sa3058540",
"Rafael Betancourt","USF",,49,179,194,47,38,7,0,2,24,17,8,26,2,2,3,4,0,0,0.262569832,"Rafael Betancourt","sa3027099",
"Andrew Albertus","PRES",,34,80,93,21,21,0,0,0,12,8,12,14,0,0,1,0,4,2,0.2625,"Andrew Albertus","sa3058472",
"Dylan Kordic","CP",22,58,202,239,53,34,11,1,7,31,42,24,55,1,3,9,4,2,2,0.262376237,"Dylan Kordic","sa3035642",
"Chase Diggins","KU",,52,122,150,32,25,2,0,5,23,23,20,19,3,3,2,6,1,1,0.262295081,"Chase Diggins","sa3030315",
"Matt Falk","CCSU",,38,122,152,32,22,7,3,0,23,26,24,32,4,1,1,1,1,0,0.262295081,"Matt Falk","sa3066052",
"Clay Grady","VT",21,55,164,206,43,27,14,2,0,32,23,25,21,4,4,9,1,7,3,0.262195121,"Clay Grady","sa3032554",
"Kyle Musser","COR",22,25,103,118,27,17,4,1,5,16,20,8,26,7,0,0,4,2,0,0.262135922,"Kyle Musser","sa3038625",
"Jerry Barnes","W&M",21,41,126,146,33,24,6,1,2,16,17,9,30,8,2,1,1,2,1,0.261904761,"Jerry Barnes","sa3026597",
"Caleb Corbin","SEMO",22,38,126,148,33,27,2,0,4,20,20,15,12,2,3,2,2,3,0,0.261904761,"Caleb Corbin","sa3029368",
"Lucas Manning","WOF",,40,84,109,22,16,6,0,0,16,9,9,26,7,1,8,0,4,2,0.261904761,"Lucas Manning","sa3036990",
"Will Heisler","AKR",,24,42,50,11,7,3,0,1,9,9,3,17,3,1,1,0,2,0,0.261904761,"Will Heisler","sa3059454",
"Andon Lewis","GAST",,35,84,96,22,13,2,2,5,14,17,10,29,2,0,0,0,0,1,0.261904761,"Andon Lewis","sa3059801",
"Matthew Dobson","CSUB",,20,42,47,11,9,1,0,1,7,8,4,7,1,0,0,1,2,0,0.261904761,"Matthew Dobson","sa3066379",
"Garen Caulfield","ARIZ",24,60,233,272,61,39,12,3,7,35,42,30,48,4,5,0,4,2,1,0.261802575,"Garen Caulfield","sa3028659",
"David Pedanou","PITT",22,47,149,180,39,32,3,2,2,38,20,21,58,7,1,2,1,22,0,0.261744966,"David Pedanou","sa3039624",
"Logan Morris","ALB",,38,107,127,28,21,6,0,1,9,14,16,31,2,2,0,2,1,0,0.261682242,"Logan Morris","sa3065098",
"Brennan Hyde","RUTG",,50,172,204,45,31,8,0,6,32,26,19,26,8,2,3,3,2,1,0.261627906,"Brennan Hyde","sa3059560",
"Luke Filippi","ALB",20,54,195,229,51,32,12,2,5,42,33,25,63,8,1,0,4,10,1,0.261538461,"Luke Filippi","sa3031326",
"Cooper Schneider","SFA",,39,130,157,34,27,4,0,3,28,21,22,24,2,1,2,0,9,1,0.261538461,"Cooper Schneider","sa3062896",
"Tyler Herb","FGCU",,54,153,168,40,33,3,2,2,22,19,8,33,3,0,4,6,3,3,0.261437908,"Tyler Herb","sa3059472",
"Ty Johnson","BAY",22,53,176,219,46,37,7,1,1,30,31,35,41,5,0,3,4,11,1,0.261363636,"Ty Johnson","sa3034822",
"Tyler Neises","GT",20,34,88,107,23,16,5,1,1,16,15,16,20,2,1,0,3,4,0,0.261363636,"Tyler Neises","sa3038735",
